,Dtype,sample_data_1,sample_data_2,sample_data_3,sample_data_4,sample_data_5,max,min,mean,std,median,Correlation with price_doc,top_corr_1,top_corr_2,top_corr_3,top_corr_4,top_corr_5,missing_values_count,missing_values_percentage,Drop it,Importance_level,Comment
timestamp_2014-12-01,,,,,,,,,,,,,id,sub_area_Matushkino,oil_chemistry_km,ecology_no data,bus_terminal_avto_km,0.0,0.0,0,1, 
timestamp_2014-12-02,,,,,,,,,,,,,id,sub_area_Severnoe Butovo,sub_area_Pokrovskoe Streshnevo,sub_area_Moskvorech'e-Saburovo,sub_area_Krylatskoe,0.0,0.0,0,1, 
timestamp_2014-12-03,,,,,,,,,,,,,id,sub_area_Poselenie Rogovskoe,thermal_power_plant_raion_yes,sub_area_Golovinskoe,sub_area_Birjulevo Zapadnoe,0.0,0.0,0,1, 
timestamp_2014-12-04,,,,,,,,,,,,,sub_area_Poselenie Kievskij,id,sub_area_Vostochnoe,sub_area_Perovo,public_transport_station_min_walk,0.0,0.0,0,1, 
timestamp_2014-12-05,,,,,,,,,,,,,id,sub_area_Poselenie Rogovskoe,sub_area_Poselenie Rjazanovskoe,sub_area_Troparevo-Nikulino,sub_area_Horoshevskoe,0.0,0.0,0,1, 
timestamp_2014-12-06,,,,,,,,,,,,,id,sub_area_Poselenie Vnukovskoe,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_sum_500_min_price_avg,0.0,0.0,0,1, 
timestamp_2014-12-08,,,,,,,,,,,,,id,sub_area_Savelovskoe,sub_area_Birjulevo Vostochnoe,cafe_sum_2000_max_price_avg,sub_area_Preobrazhenskoe,0.0,0.0,0,1, 
timestamp_2014-12-09,,,,,,,,,,,,,id,sub_area_Poselenie Novofedorovskoe,public_transport_station_km,public_transport_station_min_walk,mkad_km,0.0,0.0,0,1, 
timestamp_2014-12-10,,,,,,,,,,,,,sub_area_Poselenie Marushkinskoe,id,sub_area_Beskudnikovskoe,sub_area_Nagornoe,material,0.0,0.0,0,1, 
timestamp_2014-12-11,,,,,,,,,,,,,id,sub_area_Akademicheskoe,sub_area_Vojkovskoe,sub_area_Vyhino-Zhulebino,thermal_power_plant_raion_yes,0.0,0.0,0,1, 
timestamp_2014-12-12,,,,,,,,,,,,,id,sub_area_Kosino-Uhtomskoe,sub_area_Poselenie Desjonovskoe,church_synagogue_km,sub_area_Poselenie Pervomajskoe,0.0,0.0,0,1, 
timestamp_2014-12-13,,,,,,,,,,,,,id,sub_area_Poselenie Vnukovskoe,sub_area_Mar'ino,sub_area_Babushkinskoe,ecology_no data,0.0,0.0,0,1, 
timestamp_2014-12-15,,,,,,,,,,,,,id,sub_area_Poselenie Moskovskij,sub_area_Poselenie Vnukovskoe,sub_area_Mozhajskoe,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2014-12-16,,,,,,,,,,,,,id,sub_area_Birjulevo Vostochnoe,female_f,16_29_female,full_all,0.0,0.0,0,1, 
timestamp_2014-12-17,,,,,,,,,,,,,id,cafe_count_3000_price_4000,cafe_count_2000_price_4000,cafe_count_2000_price_high,cafe_count_3000_price_high,0.0,0.0,0,1, 
timestamp_2014-12-18,,,,,,,,,,,,,id,sub_area_Lomonosovskoe,cafe_sum_1000_min_price_avg,office_sqm_1000,cafe_avg_price_1000,0.0,0.0,0,1, 
timestamp_2014-12-19,,,,,,,,,,,,,id,sub_area_Nagatino-Sadovniki,sub_area_Golovinskoe,sub_area_Pokrovskoe Streshnevo,sub_area_Otradnoe,0.0,0.0,0,1, 
timestamp_2014-12-20,,,,,,,,,,,,,id,sub_area_Poselenie Desjonovskoe,sub_area_Silino,sub_area_Poselenie Rogovskoe,sub_area_Bibirevo,0.0,0.0,0,1, 
timestamp_2014-12-21,,,,,,,,,,,,,id,sub_area_Veshnjaki,sub_area_Rjazanskij,sub_area_Jaroslavskoe,sub_area_Timirjazevskoe,0.0,0.0,0,1, 
timestamp_2014-12-22,,,,,,,,,,,,,id,cafe_sum_500_min_price_avg,cafe_avg_price_500,cafe_sum_500_max_price_avg,sub_area_Rjazanskij,0.0,0.0,0,1, 
timestamp_2014-12-23,,,,,,,,,,,,,id,sub_area_Levoberezhnoe,sub_area_Dorogomilovo,sub_area_Danilovskoe,sub_area_Kurkino,0.0,0.0,0,1, 
timestamp_2014-12-24,,,,,,,,,,,,,id,sub_area_Vostochnoe Izmajlovo,sub_area_Severnoe Butovo,sub_area_Perovo,sub_area_Sokol,0.0,0.0,0,1, 
timestamp_2014-12-25,,,,,,,,,,,,,sub_area_Poselenie Mosrentgen,id,sub_area_Danilovskoe,sub_area_Zjuzino,sub_area_Zapadnoe Degunino,0.0,0.0,0,1, 
timestamp_2014-12-26,,,,,,,,,,,,,id,sub_area_Novogireevo,sub_area_Begovoe,sub_area_Sokol,sub_area_Nagornoe,0.0,0.0,0,1, 
timestamp_2014-12-27,,,,,,,,,,,,,sub_area_Juzhnoportovoe,sub_area_Caricyno,id,sub_area_Kosino-Uhtomskoe,build_count_slag,0.0,0.0,0,1, 
timestamp_2014-12-29,,,,,,,,,,,,,id,sub_area_Juzhnoe Medvedkovo,sub_area_Lomonosovskoe,cafe_sum_500_max_price_avg,cafe_avg_price_500,0.0,0.0,0,1, 
timestamp_2014-12-30,,,,,,,,,,,,,id,sub_area_Begovoe,sub_area_Krylatskoe,sub_area_Birjulevo Zapadnoe,sub_area_Novokosino,0.0,0.0,0,1, 
timestamp_2014-12-31,,,,,,,,,,,,,sub_area_Severnoe,id,sub_area_Hovrino,sub_area_Severnoe Butovo,sub_area_Pechatniki,0.0,0.0,0,1, 
timestamp_2015-01-05,,,,,,,,,,,,,sub_area_Poselenie Vnukovskoe,cafe_sum_1000_max_price_avg,green_part_1500,ecology_no data,max_floor,0.0,0.0,0,1, 
timestamp_2015-01-06,,,,,,,,,,,,,sub_area_Poselenie Vnukovskoe,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_sum_500_min_price_avg,cafe_sum_1500_max_price_avg,0.0,0.0,0,1, 
timestamp_2015-01-10,,,,,,,,,,,,,sub_area_Zapadnoe Degunino,id,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,sub_area_Akademicheskoe,0.0,0.0,0,1, 
timestamp_2015-01-12,,,,,,,,,,,,,id,sub_area_Poselenie Vnukovskoe,sub_area_Jaroslavskoe,sub_area_Babushkinskoe,sub_area_Filevskij Park,0.0,0.0,0,1, 
timestamp_2015-01-13,,,,,,,,,,,,,sub_area_Severnoe Medvedkovo,id,sub_area_Kurkino,build_count_monolith,sub_area_Poselenie Pervomajskoe,0.0,0.0,0,1, 
timestamp_2015-01-14,,,,,,,,,,,,,id,sub_area_Poselenie Shherbinka,sub_area_Rostokino,sub_area_Ostankinskoe,big_road1_1line_yes,0.0,0.0,0,1, 
timestamp_2015-01-15,,,,,,,,,,,,,sub_area_Chertanovo Severnoe,id,sub_area_Taganskoe,sub_area_Kon'kovo,sub_area_Izmajlovo,0.0,0.0,0,1, 
timestamp_2015-01-16,,,,,,,,,,,,,sub_area_Poselenie Mosrentgen,id,sub_area_Nagatinskij Zaton,max_floor,sub_area_Poselenie Moskovskij,0.0,0.0,0,1, 
timestamp_2015-01-17,,,,,,,,,,,,,sub_area_Begovoe,sub_area_Juzhnoe Butovo,build_count_after_1995,sub_area_Orehovo-Borisovo Severnoe,build_count_slag,0.0,0.0,0,1, 
timestamp_2015-01-19,,,,,,,,,,,,,id,sub_area_Poselenie Rogovskoe,trc_sqm_500,sub_area_Nizhegorodskoe,sub_area_Savelovskoe,0.0,0.0,0,1, 
timestamp_2015-01-20,,,,,,,,,,,,,id,sub_area_Rostokino,sub_area_Ramenki,sub_area_Basmannoe,sub_area_Moskvorech'e-Saburovo,0.0,0.0,0,1, 
timestamp_2015-01-21,,,,,,,,,,,,,id,sub_area_Zamoskvorech'e,sub_area_Brateevo,sub_area_Poselenie Desjonovskoe,price_doc,0.0,0.0,0,1, 
timestamp_2015-01-22,,,,,,,,,,,,,id,sub_area_Poselenie Rjazanovskoe,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_sum_2000_min_price_avg,0.0,0.0,0,1, 
timestamp_2015-01-23,,,,,,,,,,,,,id,price_doc,num_room,state,sub_area_Ajeroport,0.0,0.0,0,1, 
timestamp_2015-01-24,,,,,,,,,,,,,id,sub_area_Rostokino,sub_area_Birjulevo Vostochnoe,sub_area_Fili Davydkovo,sub_area_Vostochnoe Izmajlovo,0.0,0.0,0,1, 
timestamp_2015-01-26,,,,,,,,,,,,,id,sub_area_Novokosino,sub_area_Donskoe,sub_area_Mozhajskoe,sub_area_Poselenie Vnukovskoe,0.0,0.0,0,1, 
timestamp_2015-01-27,,,,,,,,,,,,,id,sub_area_Lomonosovskoe,price_doc,sub_area_Nizhegorodskoe,sub_area_Staroe Krjukovo,0.0,0.0,0,1, 
timestamp_2015-01-28,,,,,,,,,,,,,id,sub_area_Poselenie Rjazanovskoe,sub_area_Matushkino,sub_area_Levoberezhnoe,sub_area_Fili Davydkovo,0.0,0.0,0,1, 
timestamp_2015-01-29,,,,,,,,,,,,,id,sub_area_Severnoe Izmajlovo,sub_area_Beskudnikovskoe,build_count_block,trc_sqm_1000,0.0,0.0,0,1, 
timestamp_2015-01-30,,,,,,,,,,,,,sub_area_Arbat,id,sub_area_Novokosino,sub_area_Severnoe,sub_area_Kurkino,0.0,0.0,0,1, 
timestamp_2015-01-31,,,,,,,,,,,,,id,sub_area_Poselenie Shherbinka,sub_area_Taganskoe,sub_area_Hovrino,sub_area_Ivanovskoe,0.0,0.0,0,1, 
timestamp_2015-02-02,,,,,,,,,,,,,id,sub_area_Ochakovo-Matveevskoe,sub_area_Tekstil'shhiki,sub_area_Savelki,green_part_1500,0.0,0.0,0,1, 
timestamp_2015-02-03,,,,,,,,,,,,,id,sub_area_Vostochnoe Degunino,sub_area_Vojkovskoe,sub_area_Cheremushki,sub_area_Danilovskoe,0.0,0.0,0,1, 
timestamp_2015-02-04,,,,,,,,,,,,,id,sub_area_Juzhnoe Medvedkovo,sub_area_Teplyj Stan,sub_area_Novogireevo,sub_area_Gol'janovo,0.0,0.0,0,1, 
timestamp_2015-02-05,,,,,,,,,,,,,id,sub_area_Krasnosel'skoe,sub_area_Chertanovo Juzhnoe,trc_count_2000,trc_count_3000,0.0,0.0,0,1, 
timestamp_2015-02-06,,,,,,,,,,,,,id,sub_area_Lefortovo,sub_area_Lianozovo,sub_area_Zjablikovo,sub_area_Severnoe Medvedkovo,0.0,0.0,0,1, 
timestamp_2015-02-07,,,,,,,,,,,,,sub_area_Poselenie Kokoshkino,id,sub_area_Alekseevskoe,sub_area_Vojkovskoe,sub_area_Lomonosovskoe,0.0,0.0,0,1, 
timestamp_2015-02-09,,,,,,,,,,,,,id,sub_area_Teplyj Stan,sub_area_Metrogorodok,sub_area_Sokol,green_part_500,0.0,0.0,0,1, 
timestamp_2015-02-10,,,,,,,,,,,,,id,sub_area_Bibirevo,sub_area_Matushkino,sub_area_Ajeroport,sub_area_Novokosino,0.0,0.0,0,1, 
timestamp_2015-02-11,,,,,,,,,,,,,sub_area_Jaroslavskoe,id,sub_area_Mozhajskoe,sub_area_Birjulevo Vostochnoe,sub_area_Savelki,0.0,0.0,0,1, 
timestamp_2015-02-12,,,,,,,,,,,,,id,sub_area_Gol'janovo,sub_area_Losinoostrovskoe,sub_area_Kuncevo,sub_area_Mozhajskoe,0.0,0.0,0,1, 
timestamp_2015-02-13,,,,,,,,,,,,,id,sub_area_Zamoskvorech'e,sub_area_Poselenie Desjonovskoe,sub_area_Krylatskoe,sub_area_Zjablikovo,0.0,0.0,0,1, 
timestamp_2015-02-14,,,,,,,,,,,,,sub_area_Filevskij Park,build_count_foam,sub_area_Ramenki,sub_area_Horoshevo-Mnevniki,build_count_monolith,0.0,0.0,0,1, 
timestamp_2015-02-16,,,,,,,,,,,,,id,sub_area_Staroe Krjukovo,sub_area_Poselenie Rjazanovskoe,railroad_1line_yes,sub_area_Savelovskoe,0.0,0.0,0,1, 
timestamp_2015-02-17,,,,,,,,,,,,,id,sub_area_Vyhino-Zhulebino,sub_area_Meshhanskoe,sub_area_Levoberezhnoe,sub_area_Novokosino,0.0,0.0,0,1, 
timestamp_2015-02-18,,,,,,,,,,,,,id,sub_area_Alekseevskoe,sub_area_Nagatino-Sadovniki,sub_area_Caricyno,sub_area_Kurkino,0.0,0.0,0,1, 
timestamp_2015-02-19,,,,,,,,,,,,,id,build_count_foam,sub_area_Kurkino,sub_area_Horoshevo-Mnevniki,sub_area_Sokol,0.0,0.0,0,1, 
timestamp_2015-02-20,,,,,,,,,,,,,id,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_sum_2000_min_price_avg,cafe_sum_3000_max_price_avg,0.0,0.0,0,1, 
timestamp_2015-02-21,,,,,,,,,,,,,sub_area_Dorogomilovo,sub_area_Jakimanka,id,sub_area_Mar'ina Roshha,sub_area_Lefortovo,0.0,0.0,0,1, 
timestamp_2015-02-24,,,,,,,,,,,,,id,sub_area_Sokol,sub_area_Nagatinskij Zaton,material,sub_area_Jaroslavskoe,0.0,0.0,0,1, 
timestamp_2015-02-25,,,,,,,,,,,,,sub_area_Poselenie Rogovskoe,sub_area_Filevskij Park,id,additional_education_km,hospice_morgue_km,0.0,0.0,0,1, 
timestamp_2015-02-26,,,,,,,,,,,,,id,sub_area_Fili Davydkovo,sub_area_Vnukovo,build_count_brick,sub_area_Presnenskoe,0.0,0.0,0,1, 
timestamp_2015-02-27,,,,,,,,,,,,,id,cafe_count_500_price_high,sub_area_Losinoostrovskoe,sub_area_Presnenskoe,sub_area_Danilovskoe,0.0,0.0,0,1, 
timestamp_2015-02-28,,,,,,,,,,,,,sub_area_Moskvorech'e-Saburovo,sub_area_Alekseevskoe,sub_area_Severnoe Izmajlovo,sub_area_Kuncevo,sub_area_Akademicheskoe,0.0,0.0,0,1, 
timestamp_2015-03-02,,,,,,,,,,,,,id,sub_area_Zamoskvorech'e,sub_area_Silino,build_count_panel,preschool_quota,0.0,0.0,0,1, 
timestamp_2015-03-03,,,,,,,,,,,,,id,sub_area_Kurkino,sub_area_Vostochnoe Degunino,sub_area_Babushkinskoe,sub_area_Solncevo,0.0,0.0,0,1, 
timestamp_2015-03-04,,,,,,,,,,,,,id,sub_area_Dorogomilovo,sub_area_Hamovniki,sub_area_Prospekt Vernadskogo,sub_area_Alekseevskoe,0.0,0.0,0,1, 
timestamp_2015-03-05,,,,,,,,,,,,,id,sub_area_Otradnoe,sub_area_Strogino,sub_area_Hamovniki,sub_area_Krylatskoe,0.0,0.0,0,1, 
timestamp_2015-03-06,,,,,,,,,,,,,id,sub_area_Gagarinskoe,sub_area_Krylatskoe,sub_area_Savelki,sub_area_Lomonosovskoe,0.0,0.0,0,1, 
timestamp_2015-03-07,,,,,,,,,,,,,sub_area_Poselenie Voronovskoe,id,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_sum_500_min_price_avg,0.0,0.0,0,1, 
timestamp_2015-03-10,,,,,,,,,,,,,id,sub_area_Poselenie Novofedorovskoe,sub_area_Losinoostrovskoe,build_count_foam,public_transport_station_min_walk,0.0,0.0,0,1, 
timestamp_2015-03-11,,,,,,,,,,,,,id,sub_area_Poselenie Novofedorovskoe,kindergarten_km,public_transport_station_min_walk,public_transport_station_km,0.0,0.0,0,1, 
timestamp_2015-03-12,,,,,,,,,,,,,cafe_count_1000_price_high,sub_area_Presnenskoe,price_doc,id,leisure_count_500,0.0,0.0,0,1, 
timestamp_2015-03-13,,,,,,,,,,,,,id,sub_area_Basmannoe,sub_area_Fili Davydkovo,sub_area_Poselenie Pervomajskoe,sub_area_Kotlovka,0.0,0.0,0,1, 
timestamp_2015-03-14,,,,,,,,,,,,,sub_area_Basmannoe,cafe_count_1000_price_1000,cafe_count_500_price_500,church_count_2000,build_count_before_1920,0.0,0.0,0,1, 
timestamp_2015-03-16,,,,,,,,,,,,,id,cafe_sum_5000_min_price_avg,cafe_avg_price_5000,cafe_sum_5000_max_price_avg,ID_big_road1,0.0,0.0,0,1, 
timestamp_2015-03-17,,,,,,,,,,,,,id,sub_area_Severnoe Butovo,sub_area_Prospekt Vernadskogo,sub_area_Poselenie Shherbinka,church_synagogue_km,0.0,0.0,0,1, 
timestamp_2015-03-18,,,,,,,,,,,,,sub_area_Molzhaninovskoe,id,sub_area_Poselenie Novofedorovskoe,industrial_km,sub_area_Kurkino,0.0,0.0,0,1, 
timestamp_2015-03-19,,,,,,,,,,,,,id,sub_area_Sokol,sub_area_Ostankinskoe,sub_area_Savelovskoe,sub_area_Silino,0.0,0.0,0,1, 
timestamp_2015-03-20,,,,,,,,,,,,,id,sub_area_Jakimanka,sub_area_Savelovskoe,sub_area_Nagornoe,sub_area_Silino,0.0,0.0,0,1, 
timestamp_2015-03-21,,,,,,,,,,,,,id,sub_area_Pokrovskoe Streshnevo,sub_area_Chertanovo Central'noe,sub_area_Orehovo-Borisovo Juzhnoe,sub_area_Kon'kovo,0.0,0.0,0,1, 
timestamp_2015-03-23,,,,,,,,,,,,,id,cafe_count_1000_price_4000,cafe_count_2000_price_4000,cafe_count_1000_price_2500,cafe_count_500_price_2500,0.0,0.0,0,1, 
timestamp_2015-03-24,,,,,,,,,,,,,id,sub_area_Begovoe,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_sum_2000_min_price_avg,0.0,0.0,0,1, 
timestamp_2015-03-25,,,,,,,,,,,,,id,sub_area_Hovrino,sub_area_Altuf'evskoe,sub_area_Nagornoe,cafe_sum_500_max_price_avg,0.0,0.0,0,1, 
timestamp_2015-03-26,,,,,,,,,,,,,id,sub_area_Poselenie Novofedorovskoe,kindergarten_km,public_transport_station_min_walk,public_transport_station_km,0.0,0.0,0,1, 
timestamp_2015-03-27,,,,,,,,,,,,,id,sub_area_Filevskij Park,sub_area_Sokol'niki,price_doc,max_floor,0.0,0.0,0,1, 
timestamp_2015-03-28,,,,,,,,,,,,,sub_area_Poselenie Vnukovskoe,id,green_part_1000,sub_area_Vyhino-Zhulebino,max_floor,0.0,0.0,0,1, 
timestamp_2015-03-30,,,,,,,,,,,,,id,ecology_no data,hospice_morgue_km,kindergarten_km,area_m,0.0,0.0,0,1, 
timestamp_2015-03-31,,,,,,,,,,,,,kitch_sq,id,sub_area_Juzhnoe Medvedkovo,sub_area_Poselenie Novofedorovskoe,public_transport_station_min_walk,0.0,0.0,0,1, 
timestamp_2015-04-01,,,,,,,,,,,,,id,sub_area_Poselenie Novofedorovskoe,kindergarten_km,hospice_morgue_km,public_transport_station_min_walk,0.0,0.0,0,1, 
timestamp_2015-04-02,,,,,,,,,,,,,id,leisure_count_500,sub_area_Poselenie Novofedorovskoe,sub_area_Zamoskvorech'e,sub_area_Solncevo,0.0,0.0,0,1, 
timestamp_2015-04-03,,,,,,,,,,,,,id,trc_sqm_1000,cafe_count_500_price_2500,big_church_count_1500,cafe_count_1000_price_2500,0.0,0.0,0,1, 
timestamp_2015-04-04,,,,,,,,,,,,,id,sub_area_Poselenie Vnukovskoe,hospice_morgue_km,catering_km,area_m,0.0,0.0,0,1, 
timestamp_2015-04-05,,,,,,,,,,,,,sub_area_Zapadnoe Degunino,indust_part,material,prom_part_3000,prom_part_5000,0.0,0.0,0,1, 
timestamp_2015-04-06,,,,,,,,,,,,,id,sub_area_Poselenie Novofedorovskoe,church_synagogue_km,hospice_morgue_km,kindergarten_km,0.0,0.0,0,1, 
timestamp_2015-04-07,,,,,,,,,,,,,id,sub_area_Horoshevskoe,trc_sqm_500,church_count_500,cafe_count_500_na_price,0.0,0.0,0,1, 
timestamp_2015-04-08,,,,,,,,,,,,,id,leisure_count_500,cafe_count_500_price_high,sub_area_Danilovskoe,sub_area_Poselenie Vnukovskoe,0.0,0.0,0,1, 
timestamp_2015-04-09,,,,,,,,,,,,,id,sub_area_Lefortovo,catering_km,area_m,fitness_km,0.0,0.0,0,1, 
timestamp_2015-04-10,,,,,,,,,,,,,id,sub_area_Poselenie Sosenskoe,sub_area_Begovoe,big_market_raion_yes,sub_area_Sokol,0.0,0.0,0,1, 
timestamp_2015-04-11,,,,,,,,,,,,,id,build_count_before_1920,railroad_terminal_raion_yes,sub_area_Tverskoe,office_raion,0.0,0.0,0,1, 
timestamp_2015-04-13,,,,,,,,,,,,,id,sub_area_Shhukino,hospital_beds_raion,sub_area_Sokol,sub_area_Jakimanka,0.0,0.0,0,1, 
timestamp_2015-04-14,,,,,,,,,,,,,id,university_km,stadium_km,basketball_km,ecology_no data,0.0,0.0,0,1, 
timestamp_2015-04-15,,,,,,,,,,,,,id,sub_area_Poselenie Rogovskoe,sub_area_Butyrskoe,fitness_km,hospice_morgue_km,0.0,0.0,0,1, 
timestamp_2015-04-16,,,,,,,,,,,,,id,sub_area_Fili Davydkovo,sub_area_Dorogomilovo,sub_area_Poselenie Vnukovskoe,sub_area_Jasenevo,0.0,0.0,0,1, 
timestamp_2015-04-17,,,,,,,,,,,,,id,sub_area_Poselenie Sosenskoe,railroad_station_walk_km,railroad_station_walk_min,big_market_raion_yes,0.0,0.0,0,1, 
timestamp_2015-04-18,,,,,,,,,,,,,id,sub_area_Troparevo-Nikulino,sub_area_Donskoe,sub_area_Fili Davydkovo,sub_area_Kotlovka,0.0,0.0,0,1, 
timestamp_2015-04-20,,,,,,,,,,,,,id,prom_part_500,sub_area_Filevskij Park,sub_area_Poselenie Vnukovskoe,sub_area_Chertanovo Severnoe,0.0,0.0,0,1, 
timestamp_2015-04-21,,,,,,,,,,,,,sub_area_Nagatinskij Zaton,id,sub_area_Sviblovo,culture_objects_top_25_yes,ecology_excellent,0.0,0.0,0,1, 
timestamp_2015-04-22,,,,,,,,,,,,,id,sub_area_Sviblovo,sub_area_Nagatino-Sadovniki,sub_area_Chertanovo Severnoe,build_count_brick,0.0,0.0,0,1, 
timestamp_2015-04-23,,,,,,,,,,,,,id,sub_area_Poselenie Rjazanovskoe,sub_area_Sviblovo,sub_area_Kotlovka,build_count_foam,0.0,0.0,0,1, 
timestamp_2015-04-24,,,,,,,,,,,,,id,sub_area_Poselenie Novofedorovskoe,sub_area_Kurkino,church_synagogue_km,public_transport_station_min_walk,0.0,0.0,0,1, 
timestamp_2015-04-25,,,,,,,,,,,,,id,sub_area_Nagatinskij Zaton,sub_area_Lefortovo,sub_area_Levoberezhnoe,sub_area_Taganskoe,0.0,0.0,0,1, 
timestamp_2015-04-27,,,,,,,,,,,,,id,sub_area_Nagatinskij Zaton,church_synagogue_km,sub_area_Poselenie Novofedorovskoe,kindergarten_km,0.0,0.0,0,1, 
timestamp_2015-04-28,,,,,,,,,,,,,id,sub_area_Nagatinskij Zaton,prom_part_500,railroad_station_walk_min,railroad_station_walk_km,0.0,0.0,0,1, 
timestamp_2015-04-29,,,,,,,,,,,,,id,sub_area_Presnenskoe,sub_area_Nagatinskij Zaton,prom_part_500,sub_area_Lefortovo,0.0,0.0,0,1, 
timestamp_2015-04-30,,,,,,,,,,,,,id,sub_area_Juzhnoe Tushino,sub_area_Sokol'niki,sub_area_Perovo,oil_chemistry_raion_yes,0.0,0.0,0,1, 
timestamp_2015-05-02,,,,,,,,,,,,,sub_area_Hamovniki,sub_area_Obruchevskoe,price_doc,num_room,hospital_beds_raion,0.0,0.0,0,1, 
timestamp_2015-05-04,,,,,,,,,,,,,sub_area_Nagatinskij Zaton,sub_area_Poselenie Vnukovskoe,id,sub_area_Mar'ina Roshha,green_zone_part,0.0,0.0,0,1, 
timestamp_2015-05-05,,,,,,,,,,,,,sub_area_Poselenie Rjazanovskoe,id,sub_area_Sokol,sub_area_Nagatinskij Zaton,sub_area_Basmannoe,0.0,0.0,0,1, 
timestamp_2015-05-06,,,,,,,,,,,,,sub_area_Sviblovo,id,sub_area_Rostokino,sub_area_Sokol,water_treatment_km,0.0,0.0,0,1, 
timestamp_2015-05-07,,,,,,,,,,,,,id,sub_area_Brateevo,sub_area_Pechatniki,sub_area_Jasenevo,sub_area_Nagatinskij Zaton,0.0,0.0,0,1, 
timestamp_2015-05-08,,,,,,,,,,,,,sub_area_Sviblovo,id,sub_area_Moskvorech'e-Saburovo,sub_area_Prospekt Vernadskogo,sub_area_Matushkino,0.0,0.0,0,1, 
timestamp_2015-05-11,,,,,,,,,,,,,id,sub_area_Nagatinskij Zaton,sub_area_Zjablikovo,sub_area_Vostochnoe Izmajlovo,sub_area_Poselenie Vnukovskoe,0.0,0.0,0,1, 
timestamp_2015-05-12,,,,,,,,,,,,,id,cafe_count_500_price_2500,leisure_count_1000,cafe_count_1500_price_high,cafe_count_500_price_high,0.0,0.0,0,1, 
timestamp_2015-05-13,,,,,,,,,,,,,id,sub_area_Sviblovo,sub_area_Nagatinskij Zaton,prom_part_500,sub_area_Poselenie Filimonkovskoe,0.0,0.0,0,1, 
timestamp_2015-05-14,,,,,,,,,,,,,id,sub_area_Sviblovo,sub_area_Nagatinskij Zaton,catering_km,prom_part_500,0.0,0.0,0,1, 
timestamp_2015-05-15,,,,,,,,,,,,,id,sub_area_Veshnjaki,sub_area_Meshhanskoe,sub_area_Butyrskoe,sub_area_Sviblovo,0.0,0.0,0,1, 
timestamp_2015-05-16,,,,,,,,,,,,,sub_area_Poselenie Krasnopahorskoe,sub_area_Filevskij Park,id,sub_area_Ostankinskoe,sub_area_Troparevo-Nikulino,0.0,0.0,0,1, 
timestamp_2015-05-18,,,,,,,,,,,,,id,sub_area_Sviblovo,sub_area_Chertanovo Juzhnoe,sub_area_Krylatskoe,sub_area_Otradnoe,0.0,0.0,0,1, 
timestamp_2015-05-19,,,,,,,,,,,,,id,sub_area_Kapotnja,sub_area_Solncevo,build_count_frame,sub_area_Severnoe Tushino,0.0,0.0,0,1, 
timestamp_2015-05-20,,,,,,,,,,,,,id,sub_area_Krylatskoe,sub_area_Teplyj Stan,sub_area_Savelovskoe,ecology_satisfactory,0.0,0.0,0,1, 
timestamp_2015-05-21,,,,,,,,,,,,,id,sub_area_Nagatinskij Zaton,cafe_sum_500_min_price_avg,cafe_avg_price_500,cafe_sum_500_max_price_avg,0.0,0.0,0,1, 
timestamp_2015-05-22,,,,,,,,,,,,,id,market_count_500,sub_area_Ostankinskoe,sub_area_Birjulevo Zapadnoe,sub_area_Filevskij Park,0.0,0.0,0,1, 
timestamp_2015-05-23,,,,,,,,,,,,,sub_area_Babushkinskoe,id,sub_area_Severnoe Medvedkovo,sub_area_Novogireevo,sub_area_Nagornoe,0.0,0.0,0,1, 
timestamp_2015-05-25,,,,,,,,,,,,,id,sub_area_Hovrino,material,sub_area_Gagarinskoe,sub_area_Nagatinskij Zaton,0.0,0.0,0,1, 
timestamp_2015-05-26,,,,,,,,,,,,,id,sub_area_Kotlovka,sub_area_Ostankinskoe,sub_area_Poselenie Vnukovskoe,sub_area_Savelovskoe,0.0,0.0,0,1, 
timestamp_2015-05-27,,,,,,,,,,,,,id,sub_area_Filevskij Park,church_count_500,cafe_count_500_na_price,cafe_count_1000_price_500,0.0,0.0,0,1, 
timestamp_2015-05-28,,,,,,,,,,,,,id,sub_area_Poselenie Mosrentgen,sub_area_Poselenie Rjazanovskoe,cafe_sum_500_max_price_avg,cafe_avg_price_500,0.0,0.0,0,1, 
timestamp_2015-05-29,,,,,,,,,,,,,id,sub_area_Nagatinskij Zaton,culture_objects_top_25_yes,sub_area_Juzhnoportovoe,sub_area_Poselenie Rjazanovskoe,0.0,0.0,0,1, 
timestamp_2015-05-30,,,,,,,,,,,,,sub_area_Poselenie Shherbinka,sub_area_Mar'ina Roshha,sub_area_Troickij okrug,id,sub_area_Orehovo-Borisovo Severnoe,0.0,0.0,0,1, 
